Dutton Labs UK,1
Angel Records (Melodiya) (LP: Stereo R 40002),1
New Jazz,45
New Music,2
Norgan,3
Beverley's,1
R. Padmanabha | E. Chang,1
Affinity AFSD1040,1
Matchless Records,1
AUM Fidelity  AUM036,10
Archiv 2533 066,8
Sweat Lung,1
Queen,2
1750 ARCH s-1806,1
Mantra,1
H-71051,6
LSC 6167-1,1
London CS 6819,1
dB/POLYDOR,1
"CD, Sony Classical",1
Jazz Magnet JAM-2001,1
Warner Bro. Records,13
Impulse! Records,11
Hubbub Records (HUBLP12),1
Binge,3
Time-Life,25
LP / EMI 1603,1
Provogue Records,1
Jazz Master Serie,1
Denon PCM Records OX-7066-ND,1
Avenue Jazz,2
Jazz Man,18
CTI,26
Rhythm House Classic Stereo 240399,1
Treepanner,1
Jazz Live BLJ 8011,1
Stax,2
Compass,15
Claves Records CD50-1195/2,1
Tzadik TZ 7002,1
LP (Phillips 6747 434),2
WGS-8308,2
ECM 1905,1
CD (Channel Classics),1
Legacy/CBS/Sony,1
Kicking Mule,1
enja,26
Metalanguage,3
Young Tapes,1
Elektra Entertainment,7
Flying Dutchman FDS- 10140,1
CBS Records Masterworks (LP 3S 754),1
Osmosis Records,2
CBS Records LP4291,1
SK 58 972,1
Impulse AS 9233,1
ORC,1
HMC 5182 (LP,1
Deutsche Grammophon 2530 443,1
EMI Classics CDS 7 49214 8 (CD),6
Tá Records,1
Argo (LP 5237),2
Swan,1
Ralph,1
London (414 534-1),2
Soulnote SN 1088,1
Digital,1
Blue Note 4090,1
Sony Classical SK 53 341,2
Spotlite 100,3
CD (ECM New Series 289 465 341-2),1
Baystate/RVC,4
Supraphon SUF 20132,1
Tranquility Tapes,1
India Navigation IN 1023,1
Argo LP 681,2
Cryptic,1
Muskadine,16
Trio Records,3
New Albion Records (NA 035),1
BIS-CD-1242,1
Music today,2
"Nonesuch, CD, 79407-2",3
Intakt,22
BGS-70676,4
Riverside 255,1
Jazz Panorama LP 11,1
CRI SD 246,1
Nirvana Music,2
French RCA,2
Nublu Records,1
Unart,3
General Recording Corp.,1
WGM-8274,2
Alacazam!,1
Navras Records (NRCD 5507),2
Soul Patrol Records (SPLP 10107),2
Music Masters,6
Ingo,11
Elektra Musician (E1-60026),1
"CD, Glissando 779 001-2",1
CD: VoxBox CDX 5034,1
Hugo Productions (China),18
800 Series,1
Ace Of Hearts AH 39,1
Semata,2
Columbia MS 34514,1
Sony Classical (CD SK 62995),1
Piadrum,3
Historical Records Inc.,1
Agora Musica,1
"Gaudeamus (CD, Gax 550)",1
D3M 32097,1
New World 80609,1
Solid State 18048,1
hat hut Records,2
Silent/Hanson,1
Elektra/Musician,2
Turnabout 34515,2
Jazz Anthology (30 JA 5184),1
Retrieval FJ-131,5
CD Accord,1
Bainbridge RSD 21,1
Impulse ASD9316,1
74321 25178 2,1
Muscior Records,1
ABC/Impulse! (ASD 9286),1
Unesco,2
"CD, Archiv Produktion 447095-2",1
India Archive Music IAM1061,1
Candela,21
Pan Records PAN 2048CD,2
Arhoolie Records 2020,1
Karnatic Lab Records,2
CL 2349,1
Savoy Jazz (SJL1175),1
Korper Leib,1
MCG Jazz,2
--,1
Westminster [WST 14090],4
Olde English Spelling Bee,2
CD/ Naxos,1
Leo Records 295,1
Elysium 718,1
Sony Classical SMK 89699,1
Nonesuch H-71277,8
LP / Angel 36469,1
Albany TROY961,1
Dragon Records (333),1
More is More,12
Navras NRCD 0030,1
Cadence Jazz,9
PAO 8415,2
bellaphon,1
Type,14
HMU 907219,1
Navras NRCD 0055,1
CD / Nonesuch,6
Myto,2
Country 722,1
Capitol transcription,2
LC 5882,1
MHS 699,1
Warp,3
AufRuhr Records,1
Columbia Stereo M 30651,1
Candide CE31002,4
BST 84048,1
Sagarika,1
Alia Vox (CD AV 9807),1
MBOB Direct,1
OS.25223,1
SGL 1511-2,1
439 897-2 GH,1
Stones Throw Records (MMS107),2
Vanguard Cardinal Series,7
harmonia mundi (HMU 907186),6
First Time Records,1
Cambridge,7
Blast First/Mute Records,1
Columbia C2 38033,1
Mosaic (originally released on Verve),1
National,15
Analekta AN 2 8731,7
Audite,1
Blue Star,12
Andrew's Music,1
Prestige 7318,1
SMK 64 507,1
ECM 1004,3
ECM 1005,2
CD / Finlandia,4
Label Bleu,3
Columbia KG 31617,1
Biograph BLP-1009Q,1
Lovely Music Ltd.,6
Deutsche Grammophon 139308,1
Impulse B002176502,1
La Louisianne,18
Angel Stereo 36437,2
Columbia Odyssey Y-34139,1
RCA Victor LSP 3582,1
CD/ Lyrichord,1
CBS M2 42228,1
Atlantic 1435,1
Gaudemus (CD GAU 220),1
Emanem 303,1
Red Record NS 205,1
Columbia FC 38508 (9/27/61),1
Deutsche Gramaphon,17
Jupiter Recordings,1
Prestige-24057,1
Waves of Decay,1
VICS-1281,1
Pike,1
Rare,9
SPLP 540-A,1
LSO Live,1
CD (Deutsch Grammophon 439 863-2),1
New Generation Records,4
FY - FYCD 119,1
Capitol F1592,1
Deutsche Grammophon 445 515-2,1
"New Albion Records, Inc.",4
CD / ECM New Series  1726,1
Milestone MSP 9025,1
outhere,1
Milestone MSP 9027,1
hat Art,1
Agaric 1990,1
Published by North Point Press,1
Nonesuch 0396,9
EMC 1790,1
"Decca Record Company, London",1
Folkways FA 2655,11
Claddagh Records,1
CCS 14798,2
Atlantic (SD R-027),1
RCA ARL1-0352,1
Columbia Stereo,2
RCA Neon,2
INA-GRM,4
Relativity,2
Thirsty Ear Records,6
Sonore Records,1
INT018,1
RCA Victor LM-2089,1
CD (Supraphon),1
CD / Telarc 80513,1
Anthology of American Music,1
Desco,1
Specialty SPS 2141,1
RCA Victor LSC-7051,1
CD/Signum Classics,1
Relative Pitch,8
Columbia Historic/ CBS,2
UAL 4029,1
ECM New Series 1884 B0005917-02,1
zoho,1
Stroud,1
for4ears,2
hatOLOGY 546,1
Jazz Legacy,3
Hungaroton SLPX 11603,4
LP: Period Records SPL 510,1
Cello Classics,1
Mego Rhiz 001,1
Tangent Records,10
Alex Silva Music,1
Elektra Nonesuch,39
Capitol-EMI G7116,1
Storyville,22
Dry Leaf Discs,1
"Finnadar, LP, SR 9029",2
HQS 1363,2
Cobra,11
Boogie Woogie Fever,2
Dynamic,8
QSR,1
ECM-1-1205,2
Masterworks CBS,1
Soul Note CD 121 105-1,1
L'Oiseau Lyre 311-312,1
Open Loop,1
County Records,22
Circle CLP-19,1
Monitor,5
Angel 36006,2
CD/Deutsche Grammaphon 453 433-2,1
Muzikszene Schweiz,1
AliaVox,1
Deutsche Grammophon 447 756-2,1
EMI Classics CD 7243 556982 2 3,1
"Chandos Records (CD, PROK 0022).",1
Prestige New Jazz,3
PAN,3
Emanem 4062,1
Columbia Masterworks [MS 7142],1
CDA67070,1
"Seraphim (LP, Mono 66125)",4
Double Time Records,1
Arista Records (AB-4187),1
"1982, Charlie Parker Records",1
Dualtone,10
For 4 Ears CD 1445,1
Postcards,15
LP / ECM 1347/48,1
innova Recordings 229,1
"Harmony, 1969",2
King Records: World Music Library,8
CD (Innova 744),1
Swingtime,2
Motema,11
Actuel,7
CRI 142,1
JA-20,1
Monitor MC 2043,1
Vocalion 05039,1
Leo Records 363,1
Fantasy (LP),1
Crosswind (CWR-301),1
Texanna Records,2
CD / Werdo 6261,1
MDG 613 1523-2 (CD),1
Nonesuch (LP H-71237),1
"Harmonia Mundi, HMU 907249",1
Vanguard VRS-1116,2
Cantaloupe CA21009,1
JSP 996E,1
Universal Music Asia Pacific,1
Folkways 2409,1
Hayward Recordings,1
Bridge 9252,1
Between the Lines,7
Wotre Music,1
Bridge 9258,2
"PACrec, Troniks",1
Thirsty Ear THI57202.2,1
Nonesuch 9 79153-2,1
GBW,1
Verve SE 7411,9
Glade/T.K. Records,1
Emanem Records,1
Longhorn,17
Neanderthal Records,2
HiPNOTIC,2
Koch Schwann,3
"New Albion (CD, NA068)",2
CD/Melodiya,1
"Decca (CD, 289 466 694-2 OH)",1
Pogus 21074-2,1
Audion,1
ECM New Series 88118-21533-2,1
Lumina Records (L005),3
CD (EMI Classics),1
Soundway 2004,1
Riverside 438,1
Milan 73138 35792-2,7
deutche harmonia mundi 05472-77372-2,1
Smithsonian Folkways LC 9628,5
Wergo WER 60084,2
Harmonia Mundi HMX 290651 (CD),2
CRI 458,1
SPC 21117,2
Asphodel/Sombient,1
Intransitive Recordings,2
Solid State / Blue Note,3
ANGEL 35981,1
MRG Recordings,2
Wind records,7
Kereshmeh Records,2
Empire Productions,3
Affinity 166,1
Affinity 165,1
Erstwhile Records,32
Anarchymoon Recordings,1
"Westminster, LP, XWN-19050",4
Tzadik 7073,1
Golden Crest CRS 4180,1
Dawn,7
Fuhrwerk,1
Load,16
RG 489,2
KMB,2
Vocalion 04516,1
Contemporary Records OJC-178,1
New Albion NA128,1
London 5769,4
touch 03,1
Neelam,2
Nonesuch (LP H-71395),2
Pablo (2625-712),2
"CD, Melodiya/BMG, 74321 36907 2",1
Warner Music Japan,1
Subelectrick,1
CD / Datarecords,1
Praxis,1
Strata-East SES19733,1
Tzadik Records,4
Rounder Special Series 02,1
Prestiege,7
Centaur (CRC 2438),1
New World of Sound Records,1
Columbia M 30076,1
LPM-1241,12
Nashville America Records,1
Snail Records,12
Creative Works,1
Manstream,1
ECM New Series [CD 1929],1
CS 6738,3
Mantra 107-9610,3
Big Band Archives,1
Jazz Werkstatt,1
SteepleChase SCS 1104,1
CD DCA 865,1
Sterling Sounds Music Co.,1
Philips LC 0305,1
Nonesuch Silver Series,1
Resting Bell,2
BJURecords,5
Smithsonian Foundation R013,3
ICP 020,1
Columbia Masterworks (LP  ML 5762),1
Blue Note (ST-81591),1
Vigortone,7
Industrial Records,5
India Navigation Company,7
Mothertongue & Speaks Volumes,1
CapriccioNR,1
"Decca (LP, DL 9419)",6
PHMLP 1019,1
JRI Recordings,1
LP: MHS 3576,1
RCA Victor Single,1
Pro Organo,1
Stop,1
Revenge,2
VRS 1071,1
CDC 7 49066 2,1
Raster-Noton,28
EXPR 1014,6
Nature Sounds,2
Gold Standard,1
Emanem 4095,1
CD/ Ecm New series,3
Typical Music (New Albion),1
Decca Records LP ZRG 645,1
Atlantic (BR 20.022),2
Event Records,1
CRI (SD 559),1
Sub Rosa SR178,1
"RCA, LP, RL 02264",1
CD / United Recording Company 88034,1
Fringe Recordings,1
Kaleidoscope,15
Peacock,9
New World 80745-2,1
N A Classical,1
1974,1
Vetco Records,9
SK 58 914,4
Warner Brothers Records,11
Lyrichord LEMS 8011,14
META records,1
Blue Note 61014,1
Artone,1
"CD, ""The Friends of Liturgical Music at Corpus Christi""",1
Hänssler 74,1
Fathom,1
Columbia BL 32868,1
WDR,2
Erato STU 70602,6
Penn State Faculty Recordinga,2
Angel (LP 36275),1
Decca B0017592-02,3
"JVC Musical Industries, Inc",15
LP (Westminster Gold 8308),1
Trident,1
LP /Grato WE810,1
Das Alte Werk LP / 6.35363 SKW 21/1-2,1
Myrrh,3
Atlantic SD R-026,1
Aurore Nocturne,1
Columbia MX-203,1
78 (Columbia Masterworks MM 465),1
Decca 46000,1
Wagon,7
Fantasy Records (F 3-216)),1
"CD, Harmonia Mundi HMU 907234",3
Neutral Records,2
Steeplechase,8
SB-3781,1
Philips - G2 11458,1
Holy Cheever Church/Rotifer,1
London A 4378,1
Strumthorpe Mews 193749,1
TS Records,12
E1 Entertainment,1
Philips PSH900-135,1
Wing,3
Zoar Records,1
BVHAAST 044,1
Kuckuck Shallplatten,1
BVHAAST 041,1
Biograph BLP-12022,1
nine winds,1
Biograph BLP-12024,4
Justin Time,9
Catalyst 09026-62672-2,2
Blue Note BST 84275,1
Gong LD 3706,5
Sire/Elektra,1
Vara Konserthus,1
Soul Note 121195-2,1
Circle Records,7
Deutsche Gramaphone,18
Sacrambow,6
Crunch Pod,1
Melodiya SUCD 10-00157,2
MCA/Decca,1
Emanem Disc,1
UJam Records,1
Die Schachtel DSART06,1
Dragon DRLP 34,1
Summit Records,1
Leo Records CD LR 521,1
ECM New Series 1348,1
Leo,30
Nonesuch H-71336,2
Hänssler,7
Bach 2000 vol.11 no.11 Das Alte Werk 3984-25716-2 (CD),1
Prestige (PR7845),1
Soul Note 121 188-1,1
The Decca Record Company Limited,1
H&H Productions,1
Dog Eared Records,3
Citizens for Non-Linear Futures Records and Tapes,1
NONESUCHI,1
Grand Award,7
Tim/Kerr Records,2
Gramercy Park Music,1
ATMA ACD2 2594,3
"Naïve (CD, V4868)",10
Tompkins Square,29
Swing,23
LP: EMI 2C 165-16371/4,1
Harmonia Mundi USA,4
Yaba Music,1
No Label,1
LC 5718,1
SCD 8012,1
CD / Hyperion,1
Elektra Nonesuch 9 79248-2,1
Onyx 220,1
Arista AL 1012,1
Archive / Edition,1
"Archiv Produktion (LP, Stereo 413 000-1)",4
LP: Desto Records DC 6431,1
Meritt Record Society,8
Selektion 1984,1
Cut,1
QSR 2417,1
Channel Class9cs CCS 2191 (CD),1
AJAZ LP-224,1
Milestone M-47063,6
MUNY,1
Prestige 7295,2
Alien8 Recordings,1
Golden Country LP 2212,3
Specialty SP-2108,1
New Albion Records,19
CD / Compositeurs d'aujourd'hui,1
Idle Hole,4
LP / Musical Heritage Society,2
Vox SVBX 58,4
Roost,8
Opus 9110 0828,1
Roxy Records,1
Westminster W-9310,1
Masterworks CBS 79349,1
Everest LPBR-6022,1
BST 84124,2
harmonia mundi (HMU 907184),3
Timeless CD SJP 192,1
JSP904A,1
"RCA, 1972",1
"Мелодия, C10 20541 003",1
"RCA, 1975",1
Harmonia Mundi HMC 5182,1
Discos Sonoradio,4
Philips (CD 438 486-2),1
Mannion Chemicals,2
Dualtone Music Group,3
Prestige 7331,1
erstwhile records 050-2,1
Recording by WKCR,1
OutNow,1
New Albion Records NA037CD,1
ECM 1027,1
Liberty Records (LST-7650),1
Red Poppy,1
Bear Family,225
Table of the Elements 17,1
EMI Digital (CDC 7 47771 2),5
Tian-Sheng AWK-608,1
ECM 2003 B0009888-02,5
CD (Erato 4509 96559 2),1
Sansetti,1
SM/KM 2,1
Ruboca,4
Columbia CS 8776,1
The Musical Heritage Society Ic,1
Black Saint,260
Ulysse Musique,4
Processions: Bedroom Community,1
CBS 36701,1
ORS 74148,1
CBS 36704,1
Blue Note 9/26/47,1
Anticon,1
"LP, CBS Masterworks, MX 35829",1
Riverside RLP 12-262,7
Black Saint (120153-2),2
Massive,1
Pye 12103,1
Monument,22
MCA 1315,1
MCA 1317,1
Sunnyside SSc 1279,1
VSP,1
Prestige (PR7397),1
SN 1135 CD,1
Legato Classics (1979),1
Akustik Muzik,2
Milestone MSP 9001,2
BMG 35808-2,1
CD / NMC D005,1
AOLT Records,3
Nature Tape Limb,1
Mulatta,1
Stones Throw Records (STH 2124),2
Prestige 7272 (2/4/63),1
Editions de L'Oiseau-Lyre,1
Orion ORS 74140,1
Gimell CDGIM 038,1
Audio Loab,1
Armenian Classics,2
Shasta Records,1
Gimell CDGIM 033,4
Lyrichord LLST 7136,1
RCA Victor 7801-2-RC,3
hänssler,2
EMI Records ASD 3454,4
Philly Jazz PJ 1004,1
Sweet Earth,3
VICS-1404,1
G.R.O.S.S.,3
Rough Guides (RGNET 1142 CD),8
Heliodor 25022,1
Dreambox Media,3
Archiv Produktion; 447 773-3,1
Jazzview,1
Baykus,1
"Philips Classics (CD, 434 097-2).",1
Son Nova Records,1
Columbia MS6393,1
FUN MUSIC,3
deutsche harmonia mundi 05472-77394-2,1
Artistic,3
Poppy,1
Sackville 4002,1
EmArcy 837 476-2,1
Old Time Records,1
LP: Angel Stereo 36261,1
Angel S-38092,3
Parker,2
"Live, 11/2008",1
Magic Records,1
GRCD 40,1
CD (Sony SK89245),1
Decca DL79243,1
CD: Digital NCD 60087,2
Backbeat,1
Cantus,1
deutsche harmonia mundi,1
New Albion 025,1
Black Saint (0064),1
Mel Bay,4
Quinnah,2
CMC,4
LP / Nonesuch 79163-1,1
"Pearl, CD, GEMM CD 9470",1
SU,1
PCM,1
Pangaea,1
CMP,1
Emanem 4005,1
SPL 734,6
Everest 2863,1
289463 462-2,1
I Grandi Del Jazz,1
Philips 412 526-1,1
Perro Verde,1
Fore,13
hat[now]ART,1
Barnaby Candid Jazz,6
Sony Classical (CD SMK 60203),1
Bloodshot Records,1
Silver Sphynx 12403,1
Roulette SR 25053,1
Ace Records,10
Harmonia Mundi HMX 2951513 (CD),1
Mickoon's Menagerie,1
Strata-East Records,1
ZYX Music,3
Opus 111 (CD OPS 3000),2
M-1223,1
Aeon Harmonia Mundi,3
Decca DL 9407,1
ECM 1898/99 (CD),1
Ibedon,1
Susan Lawly,3
Chaz Jazz,1
S-36625,1
Psi Records (CD 07.07),1
Strata-East 19736,2
Improvised Music Association,8
Blue Note (Jap) GXF 3064,1
Legacy,8
Nonesuch H-1041 (mono),1
Sonyatone,3
Solitary B,1
Calliope 5240,3
INA,8
Prestige/Moodsville,1
Phase 4 Stereo,1
Philips 835 361,2
"Harmonia Mundi HMU 907261.62, CD",2
Albany Records (CD TROY 066),1
EMI 50999 2 17466 2 8,1
Klavier Records,2
AKM,1
Philips 416 148-2,1
Cortical,3
Coral Records (CRL 57258),3
Pain Art & Bawler Productions,1
(sponsored by United States Air Force),1
MG 2139,1
mode 41,5
"London (CD, 425 860-2)",1
Mutable Music,20
Pompeii Records,1
SONY Classical,1
Distributed Objects,1
WH168-3,2
QK 57264,1
Rough Guides (RGNET 1162),1
Time Life,13
Prestige 7344,1
RCA Victor (APL1-0703),1
Elektra Nonesuch (CD 9-79220-2),1
Crystal (repress),1
Release Entertainment,1
Hyperion CDA67399,4
Scratch and Sniff Entertainment / Crippled Intellect Productions,1
Nonesuch H-1112,1
Deutsche Grammophon 413 803-1,1
Rooster,1
LP/ CRI,1
[WKCRchives],6
Studio One,9
Anzic,15
LP / Candide 31002,1
Reel Recordings,1
India Archive Music (IAM CD 1046),2
More is More Records,4
Apraxia,1
LP: DL 9634,1
View Beyond Records,2
Qbico,1
Angel SR-40119,2
Nonesuch (LP H-71397),1
DG LP 2530 913,1
KAIROS Production,3
Hall-way,1
Tico Records,3
Flying Dutchman,29
Applause,1
Experimental Sound Productions,2
MNW Records,3
WeMe,1
Teldec Classics 244 924-2,1
Onyx,6
Burning Shed,2
CD / Aeon,1
Gandeamus CD GAU 220,5
"LP, Columbia, KSL-227",1
Rebel,82
¿What Next?,1
Tree Frog,1
Delos 3167,2
Musidisc 292572,3
Retrieval ‎ (FJ-121),1
LP / Monitor 2088,1
High Note,11
Paraclete Press,2
Epic BC 1286,2
Birdman,3
Decca 478 1711,1
Música Latina,1
CD Decca  289 466 197-2,1
Foyer,1
Ampex,1
Emf Media,1
World Circuit,3
Biograph (0riginally Dawn),1
Corbett vs. Dempsey,1
Blast First/Disobey,1
For4EarsRecords CD 1759,2
Radio Netherlands Wereldomroep (LP),1
TRC-111,2
Rounder Records 0042,1
Angel DSB-3997,1
CD / Seraphim,1
Cedille Records (CDR 90000 099),1
Arista Novus,5
Deutsche Grammopon 2711 024,1
RCA Lineatre,1
Sub Rosa sr136,1
Blue Note 58286,1
Re,1
Philips Classics,3
"Angel Records, LP, 35538",1
"Northeastern Records (LP, NR 215)",1
Atlantic SD 1467,1
Silkheart Records SHLP-115,1
London ffrr,4
Blue Note LT-1088,1
Phillips 2-006,1
RR,2
Ricordi,1
Blue Note LT-1081,1
Swing House,1
"Everest, LP, 3081",1
C 069-73100,1
CD / Sony Classical 68 334,2
Frog DGF51,3
"Archiv Produktion (CD, 447 095-2)",1
Roulette Birdland(R 52078),1
Gospel Ship,1
Helios,1
London 455 760-2,3
Atco Stereo,2
Porter Records (PRCD-4005),1
Tower,5
ABC-Paramount,23
OmniTone,9
GSC Recordings 3,1
Inreco,1
Philips Digital Classics,1
Columbia ML 6205 (LP),1
Deutsche Grammophone 139 382,1
Arcade 107,1
CD (London 444 386-2),1
Nonesuch 71303,2
LP / Editions Costallas 1973,1
Prestige P-24076-1,1
Sony Classical (CD SK 66 284),1
Decca DL 79246,1
Freek,2
Flyright,45
Tads,1
Archiv Production,3
Tzadik CD 7377,1
Caroline,2
A Bear Family Release,1
Stones Throw Records (STH 2158),1
Columbia MS 6582,2
hyperion CDA67300,1
Crest,1
Rounder 0057,1
HMA 1905151 (CD),2
Verve (314 527 900-2),1
Sweet Dragon,1
Rio Music,10
Oblivion,1
Radio Gems,7
Azica,4
Riverside 12-235,1
CD ECM,1
"Composers Recordings, Inc.",4
RLP 12-105,1
argo,2
Pensima,1
Columbia Y2 35239 (LP),1
harmonia mundi (HMU 907203),4
Soundatone,10
erstwhile 022,4
Odyssey: 32 16 0178 (LP).,3
Harmonia Mundi France HMU 907082 (CD),6
Angel DS-37999,1
CD / NMC,1
"WFMU's Strength Through Failure, April 1st 2010",1
Archiv Production 463 585-2 (CD),1
CamJazz,1
Jazzheads,15
LPX 11320,1
Downtown Sound,1
Grundale Records,2
erstwhile 026,1
Azica Records ACD 71235,1
CD /ECM New Series 1888,1
MCA/Impulse!,1
Aguirre,3
Oktav,1
Telefunken LC 0366,1
Inca,3
Pure,6
Prestige (7553),1
ECM LP 837,1
R40010,1
Stanyan,1
Gimell 454 931-2,4
UNRELEASED/Thirsty Ear,1
CD02,1
Columbia MS 6329,1
CBS Masterworks 35909,1
Sony Classical SK 62928,8
Emarcy / Pgd 10/28/08,4
Blue Noie,1
Other People,2
Raretone,1
CD / Conifer Records,1
Hyperion CDA67099,1
Caribe Sound,1
Circular Moves,2
VG-405,1
Onyx 207,2
Source,1
CD/Naxos 8.553773,1
Onyx 209,4
Columbia MS 6742,1
Starline,3
Motown 1975,3
Stones Throw Records (Madlib Invazion MMS007),2
Hyperion CDA67275,1
Varese Sarabande VC 81096,2
EMANEM 4115,2
Everest 3221,2
UNRELEASED - Act,1
Navras (NRCD 0027),2
Savoy 941,1
Harmonia Mundi (CD DDD 321002-3),2
CD (Teldec 9031-73126-2),1
Telarc Jazz,3
Ictus 0006,1
ANIMA 2BT-78,1
CRI,125
Folkways Records FA 2655,4
BMG Classical 09026-63575-2,1
The Adelphi Jazz Line,2
STU 70640,1
"RCA Red Seal, LSC-3243",2
Mello Music Group,5
Deutsche Grammophon 449 721-2,1
Subterranean,1
LIVE IN STUIOD!,1
Columbia Masterworks (LP ML 5826),1
Supraphon 11 1821-2211,1
China Records Shenzhen,5
BST 84101,1
Buddah BDS-21-SK,1
Riverside 485,1
Swedish Society 1008,1
"Cambridge (LP, CRM 508)",5
LAE 548,1
Kundalini Music Company,3
Philips World Series,1
Tzadik 8069,1
Navras NRCD 0015,1
Sunrise Records,2
Afrolectric,2
[bleep06],2
WTP 5189,1
Preciosa Aulos PRE 68 523,2
LP: Haydn Society HS-9073,2
Savoy 12141,1
Greene Avenue,1
ESP-disk,1
Savoy 12144,1
Excalibur Recordings,1
MCA LP 1320,2
Pipe Records,1
Aurel MA 20018,2
"L'Oiseau-Lyre, LP, SOL 282",1
LP (Argo ZRG 574),1
Deutsche Grammaphon 445 828-2,1
Document Records,28
harmonia mundi HMU 907397,3
Ubiquity,10
Biograph BLP-1005Q,1
Atlantic 1474,3
CD (ECM 289 465 849-2),2
Desto Records DS-6402,1
Red Clay Records,4
London CS 6552,1
SJP 110,2
Cattle LP,1
RCA AXM2-5557,1
State-East,1
LP: RCA LSC 2896,2
India Archive Music (IAM CD 1032),1
Avant Records,2
Monuement,1
Verve 314 511 110-2,1
MIE,1
Epic Encore Series,4
Collectibles,3
Nato 41-,1
"EMI Records (LP, 270424 3)",1
New Age Cassettes,1
Decca (CD 436 835-2),1
Sub Rosa sr159,1
Turnabout  Vox,4
Atlantic CD 32128,1
Music of the World MOW 120,1
Columbia M 30937,6
VSM (F)FELP153,1
First Time reissue,1
Joca,1
EMI (EALP 1375),5
Streamline 1005,2
EMF,16
cpo 999 407-2,1
"Lyrichord, CD",1
Mute 9 61278-2,1
Red Bus Digital,3
JSP 7776A,5
BMG Entertainment,2
JSP 7776B,8
CD/Bridge,2
Paul Winley,1
Lyrichord (LEMS 8079),3
Harmless Records (HURTCD 018),1
BMG Classics 09026-61387-2,1
Sheldon Records,1
LP / RCA 1379,1
LP: RCA Camden,1
Electro Shock,1
Del Rio,13
Utmarken,1
Hi-Tech Music,1
Ayler aylCD-026,1
CD / Nonesuch Records,1
CD (ECM New Series 1712 289 465 337-2),2
Music Masters Classics 01612-67132-2 (CD),2
Chandos,22
RCA Victor Dynagroove LSP-2569,1
Hall Of Fame HOFS 529,1
Cryptogramophone,17
RCA Victor LPM-1100,1
1750 Arch Records S-1782,1
Hard Dub Roots Inc.,1
Chandon,1
Nonesuch [H-1062],1
Hyperion,35
Montaigne 782144,2
CD-1121,4
Phoenix PHCD 104,1
DS-37760,8
HR 4577/78,3
Asynchronous,10
New Artists NA1001,1
For 4 Ears CD 929,1
Putomayo,1
Arsenic,1
Cadille Records,1
Tzadik TZ 8095,1
ILF,1
Caytronics,4
ErstSolo,1
Fat Possum,2
"Mina Records, Inc.",5
Deustche Grammophon 419 218-2,1
Columbia Records P 14187,1
WGS-8324,2
First Generation Records,4
HMN 911670,4
Deutsche Grammophon (CD 289 459 683-2),1
CD Hyperion CDA67213/4,1
eMusic Selects,1
Les Disques Du Crépuscule,3
Unsounds,1
Glad-Hamp,1
Erato 75191,1
Baykus Muzik,2
AVIE AV 2119,1
Inner City IC 2010,1
Tamia,3
Melodiya LP WGM 8321,1
Folkways FTS33901,1
Everest FS 219,1
Stones Throw Records (STH 2224),1
Sympathy For The Record Industry; Jun 1994,1
Fantasy (F-8014),2
SK 89690,2
CD: Stereo 445 241-2,1
"Times Square Records, CD, TSQD 9014",1
Audio Treasury,1
Seraphim S-60349,5
NMC D002,1
Regal Zonophone,1
Bdebdop,1
Heads Up,11
CD (Arabesque Z6736),4
RLR 88616,1
North Star,1
Pi Recordings,53
CD: Bridge 9160,1
Pirouet,7
VaraJazz,1
LSC-2192,1
Digikiller,1
CadenceJazz Records,1
Sony Classical SK 53 116,7
DS-38167,1
Vanguard Classics OVC 8067,1
Corason,1
CD / Bridge 9321,1
Sunnyside Communications (CD SSC 3015),1
Mercer,25
Cedille CDR 90000 154,1
Historic Records,3
GNP,1
"Sony Classical (CD, SMK 68334).",1
LP / Bach Guild 624,1
CD / In a Circle Records 001,2
Delos DE 3066,1
LP: CDC/Radio Canada SM-93,1
Spire,1
9 79348-2,1
Folk-Legacy Records,9
Carrere,1
GunMar GM 2014,2
Columbia/Legacy,3
Eremite MTE046,1
KAIROS 0013002KAI,1
NSPY,1
Chart,11
"County, 532",1
Jazz Tribune/RCA France (NL 89274-2),1
Minor Music,5
Abstract Logix,4
trente oiseaux TOC 964,1
mode 64,1
Hi Tone,2
RCA Victor (LSP-2500),1
Stereo SMCM-1019,1
Arista Freedom (AL 1018),1
What The...? Records,1
CBS Records IM 42203,1
Stash,2
Archiv Produktion 457 618-2 AH,1
Axiom 422-848 957-2,1
"CD, Brilliant Classics 92149",2
Columbia (MS 34587),1
CD / Avan 065,2
Classic Jazz CJ 22,1
Tacoma,1
Crossroads 22 16 0162,1
Tzadik 7039,2
ECM (CD 5917-02),1
Dee-Lite,1
Tzadik 7033,1
Atlantic 1297,2
Creative Consciousness,2
Bridge 9295,1
Columbia (LP MS6648),2
ODEON/EMI,1
482 Music,9
Smithsonain Folkways 40039,1
Galaxy GXY-5106,1
SoulNote 121 187-1,1
Composers Recordings SD 369,2
Verve 825 099-1,2
touch,2
Herwin-211,2
CD: Emi Digital CDC-7 478492,2
Howard Hersh,1
Mary Records,2
IB-6024,7
ARL 1-2320,1
BMG Classics 09026-68049-2 (CD),1
Sony SMK 68 334,3
Deep Listening Institute 36-2007,1
"CD (BMG Classics, 09026-680332)",1
SR 90169,2
Thirsty Ear,33
Trans Museq 11,1
